rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,92.93,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,81.46,87.81,3689,湧德,TPEX,櫃電子零組件,142.0,一般,3-5日延續,催化觀察,平台突破,業績成長,44.31,32.77,3,20.13,9.31,10.94,44.16,2.06,-2.74,6.0,13.65,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
2,A,Y,92.36,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,78.98,88.06,5351,鈺創,TPEX,櫃半導體,90.1,AI,5-10日波段,波段布局,回踩承接,業績成長,417.06,375.89,3,3.4,12.28,16.56,63.52,0.84,-5.56,13.0,15.35,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,91.97,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,5,78.97,86.15,5289,宜鼎,TPEX,櫃電腦週邊,1890.0,AI,待確認,一般觀察,回踩承接,業績成長,583.11,490.37,3,1.01,12.4,20.0,129.65,0.99,-4.55,12.0,14.7,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
4,A,Y,91.5,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,77.09,86.15,4991,環宇-KY,TPEX,櫃半導體,731.0,一般,待確認,一般觀察,結構未完成,業績成長,67.92,38.54,3,-15.58,4.66,5.94,136.57,1.48,-18.32,11.0,15.94,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
5,A,Y,91.17,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,5,72.98,89.63,3265,台星科,TPEX,櫃半導體,190.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,37.89,27.11,3,-2.21,31.04,2.7,52.61,1.26,-7.09,6.0,12.55,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
6,A,Y,89.16,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,5,72.09,80.67,6274,台燿,TPEX,櫃電子零組件,1695.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,97.97,65.86,3,7.85,21.92,17.3,273.35,1.45,-6.61,12.0,12.87,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
7,A,Y,89.05,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,6,5,5,66.96,86.57,3526,凡甲,TPEX,櫃電子零組件,390.0,一般,待確認,一般觀察,回踩承接,業績成長,40.32,14.58,2,21.76,6.8,3.31,42.86,1.96,-3.23,6.0,15.39,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 5/5；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
8,A,Y,85.88,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,74.72,80.64,3324,雙鴻,TPEX,櫃其他電子,1280.0,散熱,待確認,一般觀察,平台突破,業績成長,40.9,66.53,3,25.1,25.57,19.63,43.18,2.6,-1.92,11.0,14.64,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,,核心 6/6，加分 4/5；型態 強勢續攻；結構 平台突破；題材 散熱；訊號 待確認
9,B,Y,81.45,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,5,5,65.47,75.93,3546,宇峻,TPEX,櫃文化創意,83.2,AI,待確認,暫不出手,平台突破,業績成長,32.29,69.17,3,8.94,10.13,22.17,27.61,0.89,-2.0,0.0,17.35,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | 估值不極端 | 60日報酬為正,MA60 在 MA120 之上,核心 5/6，加分 5/5；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
10,A,N,76.94,early,早期起漲,Y,N,early,早期起漲,N,N,,,6,5,3,60.97,72.78,3081,聯亞,TPEX,櫃通訊網路,2830.0,一般,待確認,暫不出手,整理待確認,業績成長,115.38,98.72,3,-9.45,58.31,6.39,109.63,0.61,-14.37,12.0,16.57,最新月營收年增 > 0 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 20日報酬為正 | MA60 在 MA120 之上 | 股價站上 MA20 | MA20 在 MA60 之上 | 60日報酬為正,,核心 6/6，加分 3/5；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
