rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
15,A,N,77.56,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,8,6,2,61.88,53.46,6147,頎邦,TPEX,櫃半導體,226.0,CoWoS,3-5日延續,催化觀察,結構未完成,業績成長,19.1,18.23,3,-0.16,-4.72,21.18,279.83,0.95,-27.91,15.0,8.63,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 估值不極端 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上,,核心 8/8，加分 2/3；型態 早期起漲；結構 結構未完成；題材 CoWoS；訊號 3-5日延續
16,B,N,77.9,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,3,61.93,64.89,6788,華景電,TPEX,櫃半導體,424.0,一般,3-5日延續,催化觀察,結構未完成,業績成長,24.96,9.52,3,-3.0,-19.31,-4.4,22.54,2.28,-22.77,6.0,15.13,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 估值不極端 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,20日報酬為正,核心 7/8，加分 3/3；型態 早期起漲；結構 結構未完成；題材 一般；訊號 3-5日延續
17,B,N,77.09,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,2,73.17,64.8,3105,穩懋,TPEX,櫃半導體,478.0,AI,3-5日延續,催化觀察,結構未完成,業績成長,40.3,41.15,3,-7.66,19.58,-1.14,57.5,1.22,-24.96,15.0,12.12,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 估值不極端 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上,20日報酬為正,核心 7/8，加分 2/3；型態 早期起漲；結構 結構未完成；題材 AI；訊號 3-5日延續
18,B,N,72.25,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,2,68.66,46.24,3324,雙鴻,TPEX,櫃其他電子,1010.0,散熱,3-5日延續,催化觀察,結構未完成,業績成長,93.75,75.46,3,2.7,-10.36,-0.49,-2.42,1.08,-22.61,11.0,14.64,EPS/獲利有支撐 | 新聞/題材有催化且風險不高 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 估值不極端 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上,20日報酬為正,核心 7/8，加分 2/3；型態 早期起漲；結構 結構未完成；題材 散熱；訊號 3-5日延續
19,C,N,81.35,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,74.56,90.92,2383,台光電,TWSE,電子零組件,4940.0,AI,3-5日延續,催化觀察,整理待確認,業績成長,114.63,88.29,3,4.58,8.81,0.41,91.1,1.23,-12.33,12.0,12.68,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
20,C,N,81.12,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,72.76,92.05,2379,瑞昱,TWSE,半導體,645.0,AI,3-5日延續,催化觀察,回踩承接,尚未明確,21.87,12.54,3,2.93,8.0,12.37,34.38,1.14,-6.39,14.0,12.72,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
21,C,N,80.89,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,74.27,88.98,2404,漢唐,TWSE,其他電子,1150.0,AUTO:AI,3-5日延續,催化觀察,整理待確認,業績成長,85.01,95.94,3,7.72,5.65,9.52,19.29,0.86,-14.5,12.0,11.86,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AUTO:AI；訊號 3-5日延續
22,C,N,80.45,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,73.5,87.77,8996,高力,TWSE,電機機械,1220.0,重電,待確認,一般觀察,整理待確認,業績成長,40.03,110.47,3,15.68,16.93,14.55,31.89,1.94,-11.91,11.0,14.39,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 重電；訊號 待確認
23,C,N,80.09,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,68.96,91.65,5434,崇越,TWSE,電子通路,449.5,AI,3-5日延續,催化觀察,回踩承接,業績成長,18.61,21.89,3,9.93,4.66,8.84,37.46,1.14,-9.01,6.0,12.57,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
24,C,N,78.89,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,66.48,88.75,6672,騰輝電子-KY,TWSE,電子零組件,218.5,軍工,3-5日延續,催化觀察,回踩承接,業績成長,34.99,34.88,3,5.56,20.25,12.05,117.41,1.1,-8.19,10.0,11.13,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 軍工；訊號 3-5日延續
25,C,N,78.03,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,65.42,85.78,6579,研揚,TWSE,電腦週邊,162.5,AI,3-5日延續,催化觀察,整理待確認,業績成長,48.85,23.93,3,3.49,2.62,10.17,45.09,1.41,-14.25,4.0,9.93,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
26,C,N,76.79,early,早期起漲,Y,N,early,早期起漲,N,N,,,6,6,3,64.95,80.15,7828,創新服務,TPEX,櫃半導體,1630.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,258.64,133.91,2,24.1,58.91,27.84,57.49,1.38,-8.94,6.0,8.61,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
27,C,N,73.76,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,2,66.47,84.39,2890,永豐金,TWSE,金融業,33.0,光學,3-5日延續,催化觀察,回踩承接,一次性轉盈風險,82.69,73.58,3,28.63,27.24,8.2,4.76,1.15,-4.07,13.0,9.75,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 2/3；型態 早期起漲；結構 回踩承接；題材 光學；訊號 3-5日延續
28,C,N,72.46,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,6,3,61.03,63.37,2881,富邦金,TWSE,金融業,122.5,AI,3-5日延續,催化觀察,回踩承接,一次性轉盈風險,219.79,99.66,3,1.16,12.76,29.49,37.95,0.99,-3.16,15.0,9.79,新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 法人/主力籌碼未明顯轉弱 | 量比介於 0.5 到 3.2 | MA20 在 MA60 之上 | 股價站上 MA20,EPS/獲利有支撐 | 估值不極端,核心 6/8，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
