rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,94.25,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,82.18,93.53,2606,裕民,TWSE,航運,65.3,AI,5-10日波段,波段布局,回踩承接,業績成長,38.67,24.2,3,31.34,15.66,7.58,7.05,0.93,-8.67,5.0,17.74,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
2,A,Y,93.43,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,78.53,94.01,2404,漢唐,TWSE,其他電子,1025.0,AI,5-10日波段,波段布局,回踩承接,業績成長,102.23,90.57,3,12.55,25.28,9.98,12.14,1.1,-9.69,12.0,15.48,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
3,A,Y,93.39,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,85.04,85.64,2883,凱基金,TWSE,金融業,22.8,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,34.33,20.17,8.31,26.67,0.83,-1.3,13.0,12.83,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
4,A,Y,91.91,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,4,76.88,88.46,3491,昇達科,TPEX,櫃通訊網路,1820.0,低軌衛星,3-5日延續,催化觀察,回踩承接,業績成長,83.99,59.1,3,-1.24,22.21,1.96,56.22,2.24,-3.96,12.0,18.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 低軌衛星；訊號 3-5日延續
5,A,Y,91.72,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,75.68,89.02,8091,翔名,TPEX,櫃半導體,200.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,35.26,36.93,3,1.35,6.65,10.5,47.06,1.77,-4.31,4.0,12.88,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
6,A,Y,91.26,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,79.61,81.78,2376,技嘉,TWSE,電腦週邊,324.5,AI,3-5日延續,催化觀察,平台突破,業績成長,73.66,65.3,3,17.02,13.71,22.92,42.64,1.71,-2.55,14.0,11.28,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
7,A,Y,91.08,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,4,82.49,77.28,2492,華新科,TWSE,電子零組件,171.5,AI,3-5日延續,催化觀察,平台突破,業績成長,16.04,7.81,2,13.84,36.52,26.1,35.57,1.73,0.0,13.0,14.29,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
8,A,Y,90.95,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,4,81.86,77.43,8016,矽創,TWSE,半導體,268.5,一般,待確認,一般觀察,回踩承接,業績成長,37.26,25.55,3,5.37,8.54,33.25,42.06,1.22,-3.94,7.0,16.98,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
9,A,Y,90.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,74.22,85.97,3583,辛耘,TWSE,半導體,866.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,10.8,9.85,3,9.22,39.15,23.36,172.33,1.35,-6.98,11.0,12.16,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
10,A,Y,90.26,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,70.43,88.24,2481,強茂,TWSE,半導體,109.0,一般,待確認,一般觀察,回踩承接,翻轉觀察,8.76,8.97,2,15.77,48.15,7.92,23.86,1.28,-8.79,14.0,13.35,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
11,A,Y,89.95,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,6,5,4,72.9,83.6,3533,嘉澤,TWSE,電子零組件,2845.0,矽光子,待確認,一般觀察,回踩承接,業績成長,15.21,14.56,3,16.29,0.88,26.44,94.86,1.3,-3.72,12.0,15.67,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 矽光子；訊號 待確認
