rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
12,A,Y,89.01,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,80.81,90.5,5351,鈺創,TPEX,櫃半導體,80.1,AI,5-10日波段,波段布局,回踩承接,業績成長,417.06,375.89,3,6.19,7.53,15.58,45.37,1.28,-8.87,11.0,17.35,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
13,A,Y,88.78,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,4,65.86,86.58,3551,世禾,TPEX,櫃綠能環保,218.0,一般,待確認,一般觀察,平台突破,業績成長,11.99,13.56,3,-5.87,2.23,24.93,22.82,1.43,-2.9,6.0,15.17,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
14,A,Y,88.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,4,65.12,85.28,4916,事欣科,TWSE,電腦週邊,67.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,50.22,37.59,3,-1.7,11.63,15.52,8.06,1.15,-6.69,7.0,10.76,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
15,A,Y,86.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,72.51,90.25,2467,志聖,TWSE,電子零組件,590.0,AI,待確認,一般觀察,回踩承接,業績成長,86.98,55.94,3,-16.11,36.22,7.47,143.3,1.37,-9.09,9.0,15.74,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
16,A,Y,85.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,69.87,88.59,4583,台灣精銳,TWSE,電機機械,783.0,一般,待確認,一般觀察,回踩承接,業績成長,35.05,10.13,2,8.64,14.91,18.1,4.26,1.61,-4.51,4.0,15.26,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
17,A,Y,85.12,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,74.28,79.2,3017,奇鋐,TWSE,電腦週邊,2555.0,AI,待確認,一般觀察,結構未完成,業績成長,71.62,86.03,3,-20.03,6.19,16.14,71.48,1.21,-15.12,14.0,18.06,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
18,A,Y,84.91,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,69.28,84.39,6265,方土昶,TPEX,櫃電子通路,45.4,一般,待確認,一般觀察,整理待確認,業績成長,885.82,568.75,3,-0.35,0.69,11.41,8.1,1.76,-10.45,7.0,16.41,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
19,A,Y,83.99,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,3,71.2,77.4,3665,貿聯-KY,TWSE,其他電子,2905.0,一般,待確認,一般觀察,平台突破,業績成長,18.54,22.82,3,14.51,14.09,30.56,119.25,0.93,-2.19,12.0,15.76,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
20,A,Y,83.94,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,3,64.34,83.76,3669,圓展,TWSE,通訊網路,40.4,一般,待確認,暫不出手,回踩承接,業績成長,17.04,25.0,3,-4.59,19.83,0.75,15.26,0.94,-8.7,0.0,15.6,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 6/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
21,A,Y,83.6,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,3,70.06,76.89,6282,康舒,TWSE,電子零組件,55.4,一般,3-5日延續,催化觀察,平台突破,業績成長,34.61,22.42,3,21.7,37.8,20.7,14.7,2.68,-0.0,12.0,13.41,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
22,A,Y,83.57,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,3,72.1,76.13,6005,群益證,TWSE,金融業,32.25,一般,3-5日延續,催化觀察,整理待確認,業績成長,301.6,136.47,3,3.98,20.56,14.16,11.4,1.31,-1.07,9.0,9.91,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 3/4；型態 強勢續攻；結構 整理待確認；題材 一般；訊號 3-5日延續
23,A,Y,82.66,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,3,64.08,77.69,4551,智伸科,TWSE,汽車,148.5,一般,待確認,暫不出手,平台突破,業績成長,18.38,16.73,3,1.03,29.55,8.0,26.92,2.06,0.0,1.0,16.55,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 6/6，加分 3/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
24,A,Y,82.62,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,3,63.09,78.74,2488,漢平,TWSE,其他電子,52.5,一般,待確認,暫不出手,平台突破,業績成長,29.78,5.26,2,32.84,11.17,5.95,15.89,0.66,-0.38,0.0,14.32,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 6/6，加分 3/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
25,A,Y,82.55,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,3,64.02,77.24,5522,遠雄,TWSE,營建,72.7,一般,待確認,暫不出手,平台突破,業績成長,743.31,389.26,3,1.14,29.86,1.82,8.83,1.62,-2.55,2.0,16.24,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 6/6，加分 3/4；型態 早期起漲；結構 平台突破；題材 一般；訊號 待確認
26,B,Y,85.73,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,5,5,4,79.06,87.96,2542,興富發,TWSE,營建,41.65,一般,3-5日延續,催化觀察,平台突破,業績成長,1537.66,604.91,3,28.58,34.24,13.18,11.81,1.41,-0.24,9.0,10.65,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
27,B,Y,85.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,5,4,84.12,81.51,2357,華碩,TWSE,電腦週邊,686.0,一般,待確認,一般觀察,平台突破,業績成長,45.71,32.89,3,12.43,16.02,18.69,37.34,2.12,-1.86,12.0,14.42,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
28,B,Y,84.2,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,4,73.84,86.86,3013,晟銘電,TWSE,電腦週邊,112.0,一般,待確認,一般觀察,整理待確認,業績成長,40.66,16.89,2,6.49,6.64,8.74,3.23,1.28,-11.11,8.0,14.49,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 4/4；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
29,B,Y,82.31,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,5,4,67.81,79.1,4721,美琪瑪,TPEX,櫃化學,95.1,一般,待確認,一般觀察,平台突破,尚未明確,-31.86,46.66,2,-5.06,3.19,17.41,48.36,1.63,-2.16,5.0,16.95,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,最新月營收年增 > 0,核心 5/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
30,B,Y,81.5,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,5,4,66.17,82.93,2428,興勤,TWSE,電子零組件,193.0,一般,3-5日延續,催化觀察,平台突破,業績成長,19.35,5.74,2,19.33,10.95,9.04,18.04,1.21,-1.53,4.0,12.4,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
31,B,Y,78.11,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,5,5,3,67.21,86.17,6215,和椿,TWSE,其他電子,119.5,機器人,待確認,一般觀察,平台突破,業績成長,86.85,62.21,3,3.26,8.82,18.32,10.65,2.52,-2.05,5.0,15.67,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 3/4；型態 強勢續攻；結構 平台突破；題材 機器人；訊號 待確認
32,B,Y,77.05,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,3,64.47,84.27,2365,昆盈,TWSE,電腦週邊,36.95,AI,3-5日延續,催化觀察,回踩承接,業績成長,19.57,6.97,3,2.25,1.48,13.87,1.23,1.34,-6.46,7.0,12.47,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 5/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
33,B,Y,76.0,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,5,5,3,64.1,77.53,3652,精聯,TWSE,電腦週邊,30.9,一般,待確認,暫不出手,回踩承接,業績成長,34.56,15.26,3,7.47,3.74,12.36,10.16,1.24,-9.25,0.0,13.29,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,MA60 在 MA120 之上,核心 5/6，加分 3/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
34,A,N,89.48,early,早期起漲,Y,N,early,早期起漲,Y,N,continuation,強勢續攻,6,5,4,78.21,74.65,3711,日月光投控,TWSE,半導體,537.0,CoWoS,3-5日延續,催化觀察,回踩承接,業績成長,19.22,16.55,3,-6.09,14.96,28.62,83.9,0.87,-3.76,15.0,13.86,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 3-5日延續
35,A,N,87.19,early,早期起漲,N,N,,,Y,N,early,早期起漲,6,5,4,71.53,71.52,2363,矽統,TWSE,半導體,61.0,CoWoS,3-5日延續,催化觀察,平台突破,一次性轉盈風險,87.15,109.66,3,11.24,22.3,30.48,20.32,1.44,-2.4,11.0,11.09,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 平台突破；題材 CoWoS；訊號 3-5日延續
36,A,N,87.07,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,6,5,4,68.71,74.45,2382,廣達,TWSE,電腦週邊,343.5,AI,待確認,暫不出手,平台突破,業績成長,120.71,84.1,3,18.1,9.24,7.68,25.82,0.72,-2.55,15.0,13.29,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
37,A,N,86.64,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,5,4,67.18,74.2,3675,德微,TPEX,櫃半導體,248.5,一般,待確認,一般觀察,回踩承接,業績成長,19.1,12.78,3,-0.73,24.94,28.42,68.47,1.68,-3.31,6.0,13.78,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
38,A,N,86.08,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,6,5,4,67.76,70.69,6196,帆宣,TWSE,其他電子,425.0,AI,3-5日延續,催化觀察,平台突破,業績成長,46.34,23.1,3,2.18,1.3,32.61,53.15,1.31,-2.86,9.0,12.86,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
39,A,N,85.48,early,早期起漲,Y,N,early,早期起漲,N,N,,,6,5,4,61.91,74.99,6510,精測,TPEX,櫃半導體,3790.0,AI,待確認,暫不出手,整理待確認,業績成長,30.22,21.41,3,-6.89,30.24,10.82,10.33,0.73,-15.31,12.0,16.07,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 6/6，加分 4/4；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
