rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,95.02,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,12,9,2,84.82,94.09,3264,欣銓,TPEX,櫃半導體,232.5,AI,5-10日波段,波段布局,整理待確認,業績成長,32.96,29.26,3,8.74,45.95,4.97,59.79,1.25,-10.23,14.0,14.29,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 整理待確認；題材 AI；訊號 5-10日波段
2,A,Y,94.81,early,早期起漲,Y,Y,early,早期起漲,N,N,,,12,9,2,83.64,94.49,8086,宏捷科,TPEX,櫃半導體,166.0,軍工,5-10日波段,波段布局,回踩承接,業績成長,36.98,44.77,3,11.35,19.01,4.08,37.19,1.17,-9.29,10.0,14.07,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 回踩承接；題材 軍工；訊號 5-10日波段
3,A,Y,93.34,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,12,9,2,81.03,90.4,5351,鈺創,TPEX,櫃半導體,94.0,AI,5-10日波段,波段布局,平台突破,業績成長,605.48,474.05,3,12.17,12.77,16.77,34.29,0.89,-2.08,13.0,15.35,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 5-10日波段
4,A,Y,93.0,early,早期起漲,Y,Y,early,早期起漲,N,N,,,12,9,2,78.95,91.33,3265,台星科,TPEX,櫃半導體,189.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,22.06,28.41,3,14.51,33.21,1.88,43.02,1.45,-7.33,6.0,12.55,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
5,A,Y,92.82,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,12,9,2,77.27,92.53,3088,艾訊,TPEX,櫃電腦週邊,145.0,機器人,待確認,一般觀察,回踩承接,業績成長,49.04,48.48,3,-4.04,44.67,2.11,72.62,1.05,-4.61,4.0,16.09,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 回踩承接；題材 機器人；訊號 待確認
6,A,Y,90.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,12,9,2,73.91,86.37,6411,晶焱,TPEX,櫃半導體,106.5,一般,待確認,一般觀察,回踩承接,業績成長,17.61,10.92,3,14.82,35.22,12.22,41.43,1.06,-9.36,5.0,11.48,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
7,A,Y,88.15,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,12,9,2,71.38,76.52,8088,品安,TPEX,櫃半導體,69.2,一般,3-5日延續,催化觀察,平台突破,業績成長,59.63,39.38,3,3.0,-9.41,21.62,27.68,2.29,-1.0,7.0,10.38,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 平台突破；題材 一般；訊號 3-5日延續
8,A,Y,87.25,early,早期起漲,Y,Y,early,早期起漲,N,N,,,12,9,2,64.14,81.08,6138,茂達,TPEX,櫃半導體,358.5,存儲記憶體,待確認,一般觀察,回踩承接,業績成長,15.42,15.23,3,3.42,22.41,12.56,61.49,1.64,-6.52,6.0,16.11,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,,核心 12/12，加分 2/2；型態 早期起漲；結構 回踩承接；題材 存儲記憶體；訊號 待確認
9,B,Y,90.54,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,11,9,2,83.79,92.92,8299,群聯,TPEX,櫃半導體,2530.0,存儲記憶體,待確認,一般觀察,整理待確認,業績成長,301.23,253.11,3,-5.02,12.98,4.12,50.15,1.08,-12.15,14.0,16.45,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,距 60 日高點回檔介於 -12% 到 +1%,核心 11/12，加分 2/2；型態 早期起漲；結構 整理待確認；題材 存儲記憶體；訊號 待確認
10,B,Y,87.65,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,11,9,2,76.14,88.04,7734,印能科技,TPEX,櫃半導體,3615.0,CoPoS,待確認,一般觀察,結構未完成,業績成長,137.06,87.33,3,-3.12,18.68,6.79,117.77,1.0,-22.01,7.0,16.27,股價站上 MA20 | 新聞/題材有催化且風險不高 | 20日報酬為正 | 最新月營收年增 > 0 | EPS/獲利有支撐 | 量比介於 0.5 到 3.2 | 法人/主力籌碼未明顯轉弱 | MA20 在 MA60 之上 | 60日報酬為正 | 近3月營收維持年增，且正成長月數 >= 2 | 估值不極端 | MA60 在 MA120 之上 | 流動性/財報品質達基本門檻,距 60 日高點回檔介於 -12% 到 +1%,核心 11/12，加分 2/2；型態 早期起漲；結構 結構未完成；題材 CoPoS；訊號 待確認
