rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,91.5,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,3,72.92,91.36,3413,京鼎,TWSE,半導體,324.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,26.77,14.24,3,-5.59,28.13,10.56,13.26,0.99,-3.99,7.0,12.59,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
12,A,Y,91.33,early,早期起漲,N,N,,,Y,Y,early,早期起漲,7,6,3,78.99,82.91,8150,南茂,TWSE,半導體,76.5,CoWoS,3-5日延續,催化觀察,回踩承接,業績成長,23.13,25.49,3,13.43,20.15,34.92,15.56,1.32,-5.2,14.0,12.9,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 3-5日延續
13,A,Y,90.89,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,7,6,3,77.49,82.58,6257,矽格,TWSE,半導體,190.5,AI,待確認,一般觀察,平台突破,業績成長,16.75,12.9,3,-0.51,11.47,26.16,40.07,1.03,-1.8,13.0,15.24,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
14,A,Y,90.54,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,7,6,3,79.65,78.16,3265,台星科,TPEX,櫃半導體,184.5,一般,3-5日延續,催化觀察,平台突破,業績成長,25.29,20.58,3,6.49,50.51,28.57,23.41,0.95,0.0,6.0,13.18,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
15,A,Y,90.21,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,71.7,86.44,3090,日電貿,TWSE,電子零組件,105.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,34.11,18.87,3,2.4,43.46,16.32,6.03,1.19,-7.86,8.0,15.25,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
16,A,Y,89.03,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,3,73.57,78.18,6016,康和證,TPEX,櫃金融,20.1,AI,3-5日延續,催化觀察,平台突破,業績成長,151.85,95.28,3,23.26,18.42,22.19,24.46,1.41,-1.47,6.0,10.39,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
17,A,Y,87.82,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,7,6,2,79.36,86.5,1560,中砂,TWSE,電機機械,557.0,一般,5-10日波段,波段布局,平台突破,業績成長,31.15,29.52,3,16.5,21.19,25.73,32.78,1.22,-1.24,9.0,17.89,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 2/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
18,A,Y,85.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,3,63.59,75.2,8016,矽創,TWSE,半導體,233.5,一般,待確認,暫不出手,回踩承接,業績成長,29.27,22.09,3,7.48,15.82,22.25,21.93,0.58,-6.04,6.0,16.95,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
19,A,Y,84.01,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,7,6,2,68.34,79.26,6996,力領科技,TPEX,櫃半導體,177.0,一般,待確認,暫不出手,回踩承接,業績成長,15.83,15.21,2,20.24,7.83,6.63,5.04,0.63,-8.05,0.0,18.04,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 7/7，加分 2/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
20,A,Y,83.08,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,2,64.77,79.09,2414,精技,TWSE,電子通路,46.25,一般,待確認,暫不出手,平台突破,業績成長,47.28,29.76,2,12.86,16.07,7.81,13.22,1.2,-0.75,0.0,13.46,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 7/7，加分 2/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
21,A,Y,82.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,7,6,2,65.46,76.34,8109,博大,TPEX,櫃電子零組件,123.5,一般,待確認,暫不出手,平台突破,業績成長,27.25,20.78,2,-4.01,1.44,17.06,10.76,1.03,-1.59,0.0,18.64,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 7/7，加分 2/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
22,B,Y,87.0,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,3,79.7,91.81,2357,華碩,TWSE,電腦週邊,591.0,AI,待確認,一般觀察,回踩承接,業績成長,33.85,44.31,3,-25.82,11.91,6.49,17.03,1.07,-4.52,12.0,14.48,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 6/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
23,B,Y,86.58,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,6,3,79.86,89.52,2059,川湖,TWSE,電子零組件,4055.0,AI,待確認,一般觀察,回踩承接,業績成長,38.87,37.97,3,-11.29,18.63,21.23,15.86,0.9,-3.68,11.0,18.63,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 6/7，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
24,B,Y,84.31,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,6,3,74.92,78.42,2301,光寶科,TWSE,電腦週邊,171.5,一般,3-5日延續,催化觀察,整理待確認,業績成長,23.45,19.0,3,14.58,9.31,18.28,2.69,1.28,-14.25,15.0,12.13,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA20 在 MA60 之上,核心 6/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
25,B,Y,84.14,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,6,3,73.21,81.71,2363,矽統,TWSE,半導體,54.4,CoWoS,3-5日延續,催化觀察,整理待確認,一次性轉盈風險,30.89,137.8,3,4.92,15.8,17.49,-1.09,0.85,-14.33,8.0,11.25,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,60日報酬為正,核心 6/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 CoWoS；訊號 3-5日延續
26,B,Y,83.93,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,6,3,68.81,86.15,2329,華泰,TWSE,半導體,60.3,一般,3-5日延續,催化觀察,回踩承接,業績成長,10.1,20.28,3,2.79,43.55,19.88,-6.51,1.25,-9.05,12.0,9.79,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,60日報酬為正,核心 6/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
27,B,Y,83.66,early,早期起漲,Y,Y,early,早期起漲,N,N,,,6,6,3,67.93,89.84,2353,宏碁,TWSE,電腦週邊,28.05,AI,3-5日延續,催化觀察,回踩承接,業績成長,2.12,22.54,3,-8.68,26.27,3.7,7.27,1.04,-4.75,10.0,8.92,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 6/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
28,B,Y,83.63,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,6,3,68.1,85.51,2855,統一證,TWSE,金融業,37.55,一般,待確認,一般觀察,平台突破,尚未明確,-66.2,176.22,2,8.81,21.4,17.53,27.94,1.58,-0.13,7.0,9.88,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,最新月營收年增 > 0,核心 6/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
29,B,Y,81.03,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,6,3,63.33,78.5,2492,華新科,TWSE,電子零組件,138.5,AI,3-5日延續,催化觀察,整理待確認,尚未明確,11.13,9.27,2,-0.81,18.37,21.49,-7.36,0.94,-13.17,11.0,9.19,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,60日報酬為正,核心 6/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
30,B,Y,80.72,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,3,67.15,76.09,3706,神達,TWSE,電腦週邊,82.9,AI,待確認,暫不出手,回踩承接,業績成長,43.18,34.29,3,11.6,26.47,10.98,0.24,0.63,-3.83,10.0,12.28,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 6/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
31,B,Y,77.21,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,6,2,66.4,79.1,8032,光菱,TPEX,櫃電子通路,41.1,一般,待確認,暫不出手,回踩承接,業績成長,48.3,41.03,3,0.39,1.52,21.96,5.38,2.03,-6.16,0.0,14.28,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,MA60 在 MA120 之上,核心 6/7，加分 2/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
32,A,N,87.89,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,7,6,3,72.15,74.28,2451,創見,TWSE,半導體,265.5,AI,待確認,一般觀察,結構未完成,業績成長,380.57,355.82,3,-4.31,27.98,13.95,5.15,1.06,-20.75,14.0,19.26,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
33,A,N,86.67,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,7,6,3,68.0,73.34,2382,廣達,TWSE,電腦週邊,318.0,AI,待確認,暫不出手,回踩承接,業績成長,88.42,64.51,3,-16.75,1.94,11.78,10.8,0.79,-7.83,15.0,13.38,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
34,A,N,86.06,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,7,6,3,73.74,63.12,3526,凡甲,TPEX,櫃電子零組件,363.0,一般,3-5日延續,催化觀察,平台突破,業績成長,18.8,18.11,2,4.85,14.44,29.87,44.62,2.11,0.0,6.0,15.5,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
35,A,N,84.27,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,7,6,3,63.67,66.77,3010,華立,TWSE,電子通路,135.5,一般,待確認,暫不出手,整理待確認,業績成長,23.7,18.03,3,7.78,10.41,13.39,11.98,0.64,-10.26,5.0,13.39,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
36,A,N,83.36,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,3,63.2,62.8,3324,雙鴻,TPEX,櫃其他電子,1190.0,AI,待確認,暫不出手,回踩承接,業績成長,91.73,93.42,3,0.16,6.15,30.77,27.68,0.79,-8.81,14.0,14.55,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
37,A,N,83.32,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,3,62.62,63.33,3044,健鼎,TWSE,電子零組件,465.5,AI,待確認,暫不出手,回踩承接,業績成長,24.38,22.01,3,-0.74,12.4,34.34,25.98,0.67,-9.26,14.0,14.15,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,,核心 7/7，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
38,A,N,78.46,early,早期起漲,N,N,,,Y,N,early,早期起漲,7,6,2,60.67,61.09,6716,應廣,TPEX,櫃半導體,84.1,一般,待確認,暫不出手,追高風險,業績成長,46.69,90.7,2,-3.19,14.7,31.41,50.72,1.0,-20.66,0.0,14.33,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正,,核心 7/7，加分 2/3；型態 早期起漲；結構 追高風險；題材 一般；訊號 待確認
39,B,N,80.21,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,6,6,3,67.52,73.07,6414,樺漢,TWSE,電腦週邊,334.0,一般,3-5日延續,催化觀察,平台突破,業績成長,19.23,8.2,3,31.16,15.38,22.57,15.77,1.53,-0.15,7.0,10.32,EPS/獲利有支撐 | 法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端 | 20日報酬為正 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 6/7，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
