rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,88.76,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,2,74.9,75.18,3010,華立,TWSE,電子通路,144.0,一般,3-5日延續,催化觀察,平台突破,業績成長,23.7,18.03,3,7.22,1.29,14.4,26.72,2.18,-2.65,5.0,13.39,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
12,A,Y,88.28,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,64.01,86.38,6417,韋僑,TPEX,櫃通訊網路,117.5,一般,待確認,暫不出手,回踩承接,業績成長,22.68,16.11,3,11.1,4.05,11.9,1.29,1.09,-7.48,0.0,14.13,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
13,A,Y,88.23,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,70.36,78.19,1773,勝一,TWSE,化學,179.0,一般,待確認,一般觀察,回踩承接,業績成長,17.14,11.92,2,13.35,0.72,14.39,3.82,1.57,-3.83,5.0,17.1,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
14,A,Y,88.17,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,62.24,88.06,6206,飛捷,TWSE,電腦週邊,106.5,一般,待確認,暫不出手,回踩承接,業績成長,18.2,10.9,3,11.99,3.06,4.93,11.52,1.28,-5.75,1.0,15.87,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
15,A,Y,88.07,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,1,77.07,88.64,4749,新應材,TPEX,櫃半導體,947.0,CoWoS,待確認,一般觀察,整理待確認,業績成長,32.67,29.81,3,13.93,17.39,5.69,6.17,1.81,-12.31,9.0,15.19,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 CoWoS；訊號 待確認
16,A,Y,87.41,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,2,61.28,85.47,6146,耕興,TPEX,櫃其他電子,216.5,低軌衛星,待確認,暫不出手,回踩承接,尚未明確,6.47,6.34,3,30.38,17.29,8.54,27.06,1.28,-5.47,3.0,15.73,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 低軌衛星；訊號 待確認
17,A,Y,86.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,1,74.48,83.31,3131,弘塑,TPEX,櫃其他電子,3115.0,AI,待確認,一般觀察,整理待確認,業績成長,0.33,31.37,3,3.12,0.56,17.11,74.02,1.23,-14.07,11.0,18.5,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
18,A,Y,86.3,early,早期起漲,Y,Y,early,早期起漲,N,N,,,10,8,1,75.28,82.06,6548,長科*,TPEX,櫃半導體,55.7,一般,3-5日延續,催化觀察,整理待確認,業績成長,20.12,15.34,3,-0.68,22.88,12.75,16.28,2.33,-14.31,9.0,11.46,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
19,A,Y,85.19,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,1,73.56,78.65,6788,華景電,TPEX,櫃半導體,475.0,一般,5-10日波段,波段布局,整理待確認,業績成長,2.29,15.71,3,11.98,0.96,18.45,35.71,1.3,-13.48,8.0,16.77,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 5-10日波段
20,A,Y,84.8,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,1,67.02,84.85,8261,富鼎,TWSE,半導體,117.5,一般,待確認,一般觀察,整理待確認,翻轉觀察,10.86,8.96,2,4.66,3.89,12.44,29.26,1.34,-14.86,6.0,15.36,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
21,B,Y,89.63,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,88.24,85.53,8210,勤誠,TWSE,電腦週邊,1080.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,44.72,77.12,3,14.14,7.74,18.92,15.84,1.36,-6.11,12.0,18.97,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
22,B,Y,86.21,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,8,2,80.62,77.95,5536,聖暉*,TPEX,櫃其他電子,941.0,AI,3-5日延續,催化觀察,平台突破,業績成長,60.12,33.88,3,26.49,28.07,16.38,18.15,1.49,-2.51,10.0,14.42,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
23,B,Y,85.44,early,早期起漲,N,N,,,Y,Y,early,早期起漲,9,8,2,76.37,80.91,3374,精材,TPEX,櫃半導體,181.5,一般,5-10日波段,波段布局,整理待確認,業績成長,14.25,25.26,3,-2.04,4.95,10.0,3.71,1.85,-10.81,11.0,16.64,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,MA20 在 MA60 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 5-10日波段
24,B,Y,84.89,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,70.02,86.11,6944,兆聯實業,TWSE,綠能環保,937.0,一般,待確認,一般觀察,回踩承接,業績成長,23.45,58.54,3,-5.89,5.66,17.96,26.5,0.93,-6.65,9.0,14.48,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,估值不極端,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
25,B,Y,84.88,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,70.85,85.03,7769,鴻勁,TWSE,半導體,4660.0,AI,待確認,一般觀察,回踩承接,轉虧為盈,111.27,80.74,3,19.11,18.11,20.18,31.59,1.36,-6.73,12.0,16.66,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,估值不極端,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
26,B,Y,83.99,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,67.39,83.36,6117,迎廣,TWSE,電腦週邊,81.0,一般,待確認,暫不出手,回踩承接,業績成長,31.53,19.46,3,16.75,7.55,12.34,1.38,1.78,-7.85,0.0,16.46,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
27,B,Y,82.22,early,早期起漲,N,N,,,Y,Y,early,早期起漲,9,8,1,81.54,76.48,4967,十銓,TWSE,半導體,252.5,一般,待確認,一般觀察,整理待確認,業績成長,120.49,70.34,2,5.85,9.8,-0.79,24.08,1.64,-12.48,12.0,14.4,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,20日報酬為正,核心 9/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
28,B,Y,81.96,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,1,76.18,83.38,2360,致茂,TWSE,其他電子,1940.0,一般,5-10日波段,波段布局,整理待確認,業績成長,63.49,73.88,3,-19.41,1.65,19.38,96.16,1.3,-13.97,12.0,18.27,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,估值不極端,核心 9/10，加分 1/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 5-10日波段
29,B,Y,80.09,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,1,65.98,82.25,3416,融程電,TWSE,電腦週邊,157.0,低軌衛星,待確認,暫不出手,回踩承接,業績成長,13.73,19.99,3,11.73,13.95,3.29,5.02,0.68,-5.42,1.0,18.43,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1%,MA60 在 MA120 之上,核心 9/10，加分 1/2；型態 早期起漲；結構 回踩承接；題材 低軌衛星；訊號 待確認
30,A,N,87.72,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,10,8,2,76.64,67.78,3209,全科,TWSE,電子通路,50.0,一般,3-5日延續,催化觀察,平台突破,業績成長,11.85,21.37,3,15.85,29.39,16.0,50.0,0.85,-2.89,4.0,13.28,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
31,A,N,87.26,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,10,8,2,76.89,65.21,4739,康普,TWSE,化學,99.2,一般,3-5日延續,催化觀察,回踩承接,業績成長,103.62,134.94,3,4.39,13.2,17.65,35.14,2.06,-4.31,6.0,11.5,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 3-5日延續
32,A,N,85.0,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,61.02,73.74,4721,美琪瑪,TPEX,櫃化學,85.5,一般,待確認,暫不出手,整理待確認,業績成長,121.08,67.65,3,2.81,3.79,16.01,22.49,2.44,-11.4,3.0,14.7,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
33,A,N,84.62,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,10,8,2,67.83,63.31,2248,華勝-KY,TWSE,汽車,59.1,一般,待確認,暫不出手,平台突破,業績成長,64.47,29.53,3,6.27,10.81,23.73,23.61,1.32,-1.77,0.0,17.7,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5,,核心 10/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
34,A,N,83.38,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,1,72.98,70.32,8039,台虹,TWSE,電子零組件,145.0,一般,待確認,一般觀察,追高風險,翻轉觀察,10.46,7.97,2,2.7,32.6,28.89,68.21,1.67,-14.96,13.0,12.98,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 早期起漲；結構 追高風險；題材 一般；訊號 待確認
35,A,N,81.82,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,1,63.08,71.88,6691,洋基工程,TWSE,其他電子,662.0,一般,待確認,暫不出手,回踩承接,業績成長,112.73,76.76,3,16.89,15.66,7.64,11.64,0.61,-6.1,6.0,14.83,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1%,,核心 10/10，加分 1/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
36,A,N,81.44,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,1,64.11,68.68,2637,慧洋-KY,TWSE,航運,74.5,一般,待確認,暫不出手,平台突破,業績成長,34.91,24.05,3,37.41,38.01,6.82,6.06,0.18,-2.59,5.0,17.17,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | 60日報酬為正 | 估值不極端 | MA60 在 MA120 之上 | 20日報酬為正 | 股價站上 MA20 | 最新月營收年增 > 0 | 距 60 日高點回檔介於 -12% 到 +1%,,核心 10/10，加分 1/2；型態 早期起漲；結構 平台突破；題材 一般；訊號 待確認
