rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,B,Y,93.61,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,0,79.31,93.89,2890,永豐金,TWSE,金融業,32.2,一般,3-5日延續,高勝率候選,回踩承接,業績成長,50.7,39.71,3,9.26,15.93,1.58,12.0,1.4,-4.31,11.0,13.83,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
2,B,Y,93.4,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,0,87.11,83.09,6568,宏觀,TPEX,櫃半導體,247.5,AI,3-5日延續,催化觀察,平台突破,業績成長,65.87,28.38,3,7.13,9.96,14.06,87.5,1.72,0.0,5.0,17.34,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
3,B,Y,93.29,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,0,84.3,86.09,5443,均豪,TPEX,櫃半導體,119.5,CoWoS,待確認,一般觀察,回踩承接,業績成長,63.97,25.52,2,2.81,19.77,16.59,23.71,2.0,-4.4,8.0,14.86,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 回踩承接；題材 CoWoS；訊號 待確認
4,B,Y,93.06,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,6,5,0,81.76,88.09,6197,佳必琪,TWSE,電子零組件,189.0,一般,5-10日波段,波段布局,回踩承接,業績成長,12.34,21.17,3,1.09,1.29,-3.57,26.85,1.32,-5.97,6.0,18.41,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
5,B,Y,93.03,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,0,82.92,86.48,3689,湧德,TPEX,櫃電子零組件,136.5,一般,待確認,一般觀察,回踩承接,業績成長,41.8,28.33,3,5.85,2.91,16.67,10.53,0.96,-6.51,8.0,15.96,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
6,B,Y,93.02,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,0,83.13,86.21,3090,日電貿,TWSE,電子零組件,109.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,34.11,18.87,3,13.21,7.72,9.66,7.39,1.64,-4.8,7.0,15.26,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
7,B,Y,92.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,0,86.53,80.33,2382,廣達,TWSE,電腦週邊,329.0,AI,3-5日延續,催化觀察,平台突破,業績成長,88.42,64.51,3,12.49,36.79,16.05,17.92,0.95,-0.45,15.0,13.42,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
8,B,Y,92.35,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,0,76.95,90.58,6805,富世達,TWSE,電子零組件,1895.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,95.02,87.3,3,-4.09,2.54,-5.25,46.33,0.92,-7.33,12.0,17.16,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
9,B,Y,92.07,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,6,5,0,81.45,83.52,1560,中砂,TWSE,電機機械,542.0,一般,3-5日延續,催化觀察,平台突破,業績成長,31.15,29.52,3,11.51,10.91,14.35,28.59,1.43,-2.34,9.0,17.89,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
10,B,Y,91.92,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,6,5,0,79.66,85.0,3044,健鼎,TWSE,電子零組件,413.5,AI,3-5日延續,催化觀察,平台突破,業績成長,24.38,22.01,3,5.56,3.51,12.98,31.9,1.33,-2.82,10.0,14.23,法人/主力籌碼未明顯轉弱 | 距 60 日高點回檔介於 -12% 到 +1% | 量比介於 0.8 到 2.5 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 60日報酬為正,,核心 6/6，加分 0/0；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
