rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,89.94,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,74.13,82.02,5274,信驊,TPEX,櫃半導體,17820.0,AI,待確認,一般觀察,回踩承接,業績成長,81.59,70.39,3,-5.25,0.34,28.43,84.85,0.96,-7.16,11.0,19.07,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
12,A,Y,89.61,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,early,早期起漲,6,5,3,68.26,87.71,2441,超豐,TWSE,半導體,97.3,一般,5-10日波段,波段布局,回踩承接,業績成長,13.19,15.48,3,-6.81,8.48,9.7,13.54,1.83,-3.18,11.0,15.09,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
13,A,Y,89.53,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,71.86,82.85,1560,中砂,TWSE,電機機械,633.0,一般,待確認,一般觀察,回踩承接,業績成長,18.82,24.77,3,9.69,3.52,21.5,55.72,1.31,-7.32,9.0,16.62,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
14,A,Y,87.56,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,3,69.95,75.36,2395,研華,TWSE,電腦週邊,464.5,AUTO:聯發科,待確認,一般觀察,回踩承接,業績成長,34.61,20.88,3,18.45,4.12,33.48,61.57,1.09,-7.1,10.0,16.5,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 回踩承接；題材 AUTO:聯發科；訊號 待確認
15,A,Y,85.75,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,2,75.35,82.31,3017,奇鋐,TWSE,電腦週邊,2585.0,AI,待確認,一般觀察,結構未完成,業績成長,71.62,86.03,3,-2.25,8.61,11.18,54.33,1.18,-14.12,14.0,18.13,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正,,核心 6/6，加分 2/3；型態 早期起漲；結構 結構未完成；題材 AI；訊號 待確認
16,A,Y,85.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,6,5,3,61.05,75.45,2368,金像電,TWSE,電子零組件,1350.0,一般,待確認,一般觀察,整理待確認,業績成長,58.41,58.49,3,-3.35,1.54,15.88,69.39,1.59,-11.18,14.0,16.65,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
17,A,Y,80.99,early,早期起漲,N,N,,,Y,Y,early,早期起漲,6,5,2,60.6,76.92,3171,炎洲流通,TPEX,櫃居家生活,68.5,一般,待確認,暫不出手,回踩承接,業績成長,126.35,92.43,3,-10.79,3.92,0.0,42.71,0.77,-7.18,0.0,16.85,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 估值不極端,,核心 6/6，加分 2/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
18,B,Y,80.63,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,5,5,3,70.16,75.61,3048,益登,TWSE,電子通路,46.45,一般,3-5日延續,催化觀察,平台突破,業績成長,22.19,19.88,3,12.32,8.88,16.56,21.28,1.72,-1.17,6.0,9.46,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
19,A,N,86.85,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,6,5,3,71.81,69.48,2316,楠梓電,TWSE,電子零組件,142.5,AI,3-5日延續,催化觀察,平台突破,一次性轉盈風險,74.29,28.82,2,13.45,33.63,23.38,44.08,2.83,-2.4,8.0,12.2,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
20,A,N,86.65,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,6,5,3,67.33,74.11,2382,廣達,TWSE,電腦週邊,340.5,AI,待確認,暫不出手,回踩承接,業績成長,120.71,84.1,3,19.31,9.24,10.37,22.48,0.67,-3.4,14.0,13.3,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
21,A,N,85.34,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,6,5,3,68.0,66.71,3675,德微,TPEX,櫃半導體,254.5,一般,待確認,一般觀察,平台突破,業績成長,19.1,12.78,3,3.66,13.95,32.21,71.96,1.58,-2.68,6.0,13.89,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
22,A,N,84.25,early,早期起漲,N,N,,,Y,N,early,早期起漲,6,5,3,66.73,62.84,6206,飛捷,TWSE,電腦週邊,138.5,一般,3-5日延續,催化觀察,平台突破,業績成長,44.47,24.01,3,22.23,5.4,34.47,52.53,1.64,-2.46,4.0,17.26,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 平台突破；題材 一般；訊號 3-5日延續
23,A,N,83.9,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,6,5,3,63.3,65.35,3036,文曄,TWSE,電子通路,284.0,AI,3-5日延續,催化觀察,平台突破,業績成長,78.7,75.52,3,-3.42,8.15,23.75,78.06,2.27,-2.57,14.0,10.34,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
24,A,N,83.11,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,6,5,3,62.19,62.79,6138,茂達,TPEX,櫃半導體,287.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,13.83,12.22,3,9.53,2.58,28.64,14.09,1.39,-3.52,6.0,16.07,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
25,A,N,81.0,continuation,強勢續攻,N,N,,,Y,N,continuation,強勢續攻,6,5,3,60.68,54.14,3357,臺慶科,TPEX,櫃電子零組件,213.0,AI,3-5日延續,催化觀察,平台突破,業績成長,15.42,8.03,2,0.69,19.27,26.41,38.76,2.17,0.0,6.0,16.52,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,,核心 6/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
26,B,N,79.84,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,5,5,3,69.02,73.08,2542,興富發,TWSE,營建,42.7,一般,3-5日延續,催化觀察,平台突破,業績成長,4077.66,1451.58,3,29.32,23.87,20.79,12.52,2.15,-0.7,9.0,13.29,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
27,B,N,77.75,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,5,5,3,61.89,71.53,2428,興勤,TWSE,電子零組件,203.0,一般,3-5日延續,催化觀察,平台突破,業績成長,19.35,5.74,2,17.32,25.38,11.23,18.71,1.01,-0.73,4.0,12.44,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 3/3；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
28,B,N,77.64,early,早期起漲,Y,N,early,早期起漲,N,N,,,5,5,3,64.72,67.44,2881,富邦金,TWSE,金融業,94.7,一般,待確認,暫不出手,平台突破,業績成長,69.03,29.1,3,19.61,23.42,8.23,2.16,0.67,-2.27,15.0,11.56,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 20日報酬為正 | 估值不極端,MA60 在 MA120 之上,核心 5/6，加分 3/3；型態 早期起漲；結構 平台突破；題材 一般；訊號 待確認
