rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,93.18,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,78.79,92.39,2347,聯強,TWSE,電子通路,84.5,AI,3-5日延續,催化觀察,平台突破,業績成長,64.42,36.51,3,-12.09,20.67,4.19,26.69,0.93,-1.17,10.0,11.6,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
12,A,Y,92.83,early,早期起漲,Y,Y,early,早期起漲,N,N,,,4,3,6,76.37,93.71,6510,精測,TPEX,櫃半導體,3800.0,AI,待確認,一般觀察,整理待確認,業績成長,25.51,17.76,3,-3.54,15.08,10.63,20.44,1.25,-15.08,11.0,16.14,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
13,A,Y,92.62,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,81.02,86.8,6903,巨漢,TPEX,櫃其他電子,412.0,AI,5-10日波段,波段布局,回踩承接,業績成長,320.45,381.03,3,0.31,10.16,27.36,49.28,1.07,-8.24,6.0,17.89,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
14,A,Y,92.49,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,78.43,89.42,8112,至上,TWSE,電子通路,86.8,一般,3-5日延續,催化觀察,整理待確認,業績成長,191.71,133.68,3,0.29,13.0,4.83,7.43,1.55,-11.34,11.0,13.07,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
15,A,Y,92.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,79.58,87.33,6139,亞翔,TWSE,其他電子,715.0,AI,待確認,一般觀察,回踩承接,業績成長,47.45,72.16,3,-7.03,8.23,29.06,21.39,0.8,-7.38,14.0,15.97,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
16,A,Y,92.11,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,78.25,87.74,8086,宏捷科,TPEX,櫃半導體,156.0,AI,5-10日波段,波段布局,回踩承接,業績成長,47.95,60.47,3,5.64,4.36,7.22,26.32,1.35,-4.29,11.0,16.59,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 5-10日波段
17,A,Y,91.73,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,80.08,83.55,2436,偉詮電,TWSE,半導體,74.9,AI,3-5日延續,催化觀察,整理待確認,業績成長,25.82,31.9,3,6.47,3.93,19.46,36.93,1.04,-11.26,10.0,12.73,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
18,A,Y,91.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,78.99,84.77,3689,湧德,TPEX,櫃電子零組件,142.0,一般,5-10日波段,波段布局,平台突破,業績成長,41.8,28.33,3,-0.71,5.32,12.25,25.11,1.23,-2.74,8.0,16.0,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
19,A,Y,91.63,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,75.47,88.83,6691,洋基工程,TWSE,其他電子,677.0,一般,待確認,一般觀察,回踩承接,業績成長,112.73,76.76,3,1.02,25.0,16.32,11.9,1.47,-3.97,6.0,14.8,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
20,A,Y,90.63,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,79.84,78.36,3498,陽程,TPEX,櫃其他電子,98.9,一般,待確認,一般觀察,回踩承接,轉虧為盈,156.95,100.34,3,8.1,3.68,29.28,95.07,1.23,-6.26,5.0,15.65,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
21,A,Y,90.61,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,72.13,87.91,2301,光寶科,TWSE,電腦週邊,185.0,CoWoS,3-5日延續,催化觀察,回踩承接,業績成長,23.45,19.0,3,20.76,30.12,18.21,7.25,2.68,-7.5,15.0,12.17,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 3-5日延續
22,A,Y,90.1,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,71.4,86.26,5904,寶雅,TPEX,櫃居家生活,598.0,一般,待確認,一般觀察,平台突破,業績成長,20.63,13.88,2,32.55,22.61,18.18,48.02,1.52,-0.66,4.0,15.4,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
23,A,Y,89.79,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,72.52,83.3,4973,廣穎,TPEX,櫃半導體,91.7,一般,3-5日延續,催化觀察,回踩承接,業績成長,98.79,73.64,3,4.79,13.8,20.34,82.31,1.59,-6.62,7.0,13.82,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
24,A,Y,89.39,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,74.83,78.39,6016,康和證,TPEX,櫃金融,20.4,AI,3-5日延續,催化觀察,平台突破,業績成長,151.85,95.28,3,18.98,3.68,19.3,24.77,1.25,-0.97,6.0,10.39,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
25,A,Y,89.36,early,早期起漲,Y,Y,early,早期起漲,Y,Y,continuation,強勢續攻,4,3,6,70.9,83.15,2478,大毅,TWSE,電子零組件,76.7,一般,待確認,一般觀察,回踩承接,翻轉觀察,13.53,10.43,2,3.79,9.73,23.51,8.64,2.15,-3.52,4.0,17.06,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
26,A,Y,89.29,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,65.49,89.59,6206,飛捷,TWSE,電腦週邊,110.5,一般,待確認,一般觀察,平台突破,業績成長,18.2,10.9,3,10.83,0.7,6.76,20.37,0.99,-2.21,4.0,15.92,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
27,A,Y,88.99,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,4,3,6,71.91,80.05,6196,帆宣,TWSE,其他電子,395.5,AI,3-5日延續,催化觀察,回踩承接,翻轉觀察,17.51,7.82,3,1.33,13.85,30.96,33.84,1.37,-4.81,9.0,12.1,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 3-5日延續
28,A,Y,88.33,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,3,5,79.56,93.47,2606,裕民,TWSE,航運,64.2,AI,3-5日延續,催化觀察,整理待確認,業績成長,17.69,13.53,3,13.26,24.71,5.77,-3.89,1.56,-10.21,5.0,17.95,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 整理待確認；題材 AI；訊號 3-5日延續
29,A,Y,87.88,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,65.45,82.6,6655,科定,TWSE,其他,137.5,一般,待確認,暫不出手,平台突破,業績成長,30.73,30.21,2,7.5,7.14,6.59,14.11,1.46,-2.48,1.0,15.84,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
30,A,Y,87.47,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,64.15,82.18,6996,力領科技,TPEX,櫃半導體,184.0,一般,待確認,暫不出手,回踩承接,業績成長,15.83,15.21,2,26.96,13.91,9.2,12.2,0.78,-4.42,0.0,14.98,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
31,A,Y,87.13,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,5,78.57,86.68,2337,旺宏,TWSE,半導體,172.0,一般,5-10日波段,波段布局,平台突破,高品質翻轉,96.46,69.28,3,2.85,8.78,14.67,105.25,1.37,-2.55,15.0,14.46,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
32,A,Y,86.83,early,早期起漲,Y,Y,early,早期起漲,N,N,,,4,3,5,74.72,90.0,6715,嘉基,TWSE,電子零組件,435.0,一般,待確認,一般觀察,整理待確認,轉虧為盈,9.55,17.85,3,7.51,9.32,15.38,299.08,1.14,-10.68,6.0,15.38,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 整理待確認；題材 一般；訊號 待確認
33,A,Y,86.77,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,3,5,82.77,77.65,3006,晶豪科,TWSE,半導體,200.0,一般,5-10日波段,波段布局,整理待確認,業績成長,188.11,148.64,3,4.8,30.67,24.61,20.48,1.6,-10.51,14.0,19.09,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 整理待確認；題材 一般；訊號 5-10日波段
34,A,Y,86.61,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,3,6,62.82,79.5,2849,安泰銀,TWSE,金融業,13.95,一般,待確認,暫不出手,平台突破,業績成長,9.06,16.97,3,38.14,3.54,2.95,3.33,1.53,-2.45,1.0,13.38,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 平台突破；題材 一般；訊號 待確認
35,A,Y,86.49,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,4,3,5,73.13,90.29,6944,兆聯實業,TWSE,綠能環保,953.0,一般,待確認,一般觀察,回踩承接,業績成長,23.45,58.54,3,0.0,12.04,6.36,30.73,1.07,-5.17,9.0,14.42,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
36,A,Y,85.13,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,3,5,76.91,78.77,2308,台達電,TWSE,電子零組件,2210.0,AUTO:聯發科,待確認,一般觀察,回踩承接,業績成長,37.6,33.82,3,-4.82,8.9,32.73,72.66,1.33,-3.07,14.0,16.24,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 AUTO:聯發科；訊號 待確認
37,A,Y,84.07,early,早期起漲,N,N,,,Y,Y,early,早期起漲,4,3,5,69.27,85.05,2363,矽統,TWSE,半導體,57.2,CoWoS,3-5日延續,催化觀察,回踩承接,一次性轉盈風險,30.89,137.8,3,7.69,2.55,18.06,-1.72,1.72,-9.92,8.0,11.18,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 5/6；型態 早期起漲；結構 回踩承接；題材 CoWoS；訊號 3-5日延續
38,B,Y,88.89,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,3,3,6,85.3,95.19,2357,華碩,TWSE,電腦週邊,629.0,AI,待確認,一般觀察,平台突破,業績成長,33.85,44.31,3,-1.83,28.17,11.92,23.33,2.26,-0.79,12.0,14.53,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 待確認
39,B,Y,87.58,continuation,強勢續攻,N,N,,,Y,Y,continuation,強勢續攻,3,3,6,82.22,92.49,3231,緯創,TWSE,電腦週邊,146.5,AI,3-5日延續,催化觀察,平台突破,業績成長,117.7,148.87,3,23.84,37.77,11.83,8.92,1.7,0.0,15.0,9.82,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,MA60 在 MA120 之上,核心 3/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
