rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
1,A,Y,96.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,88.6,96.0,2882,國泰金,TWSE,金融業,78.7,AI,3-5日延續,催化觀察,回踩承接,業績成長,199.95,63.43,2,17.39,24.29,6.64,3.83,1.03,-3.55,15.0,12.43,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
2,A,Y,95.7,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,89.95,91.08,2382,廣達,TWSE,電腦週邊,346.5,AI,3-5日延續,催化觀察,平台突破,業績成長,88.42,64.51,3,11.44,33.66,12.68,20.73,1.85,-0.43,15.0,13.42,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
3,A,Y,95.26,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,86.03,93.75,8016,矽創,TWSE,半導體,241.5,一般,5-10日波段,波段布局,平台突破,業績成長,29.27,22.09,3,17.6,17.7,19.55,23.53,1.14,-2.82,6.0,16.95,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 5-10日波段
4,A,Y,94.75,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,87.01,89.98,2883,凱基金,TWSE,金融業,22.2,一般,3-5日延續,催化觀察,平台突破,業績成長,275.37,98.72,2,35.56,41.24,3.98,22.99,1.41,-0.45,13.0,12.87,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 一般；訊號 3-5日延續
5,A,Y,94.35,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,82.29,93.9,2404,漢唐,TWSE,其他電子,984.0,AI,待確認,一般觀察,整理待確認,業績成長,100.58,76.12,3,-8.66,2.98,8.85,3.25,0.87,-13.3,12.0,15.39,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 整理待確認；題材 AI；訊號 待確認
6,A,Y,94.16,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,84.77,89.83,2395,研華,TWSE,電腦週邊,409.5,AI,5-10日波段,波段布局,平台突破,業績成長,21.75,17.05,3,24.59,7.37,17.5,37.19,1.78,-1.33,10.0,16.52,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 AI；訊號 5-10日波段
7,A,Y,94.16,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,4,3,6,85.76,88.58,3533,嘉澤,TWSE,電子零組件,2735.0,矽光子,5-10日波段,波段布局,平台突破,業績成長,23.4,19.98,3,19.46,18.17,22.65,81.73,1.52,-1.97,12.0,15.66,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 強勢續攻；結構 平台突破；題材 矽光子；訊號 5-10日波段
8,A,Y,94.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,79.9,95.32,6223,旺矽,TPEX,櫃半導體,4950.0,AI,5-10日波段,波段布局,回踩承接,業績成長,38.62,39.07,3,6.54,1.87,14.85,86.44,1.08,-8.42,12.0,16.52,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
9,A,Y,93.62,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,81.78,90.85,2451,創見,TWSE,半導體,302.5,AI,待確認,一般觀察,回踩承接,業績成長,380.57,355.82,3,7.04,6.48,21.98,20.76,1.86,-9.7,14.0,19.24,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
10,A,Y,93.31,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,4,3,6,78.55,93.34,2492,華新科,TWSE,電子零組件,147.0,AI,3-5日延續,催化觀察,回踩承接,翻轉觀察,11.13,9.27,2,11.96,7.81,21.49,0.34,1.48,-7.84,11.0,13.18,法人/主力籌碼未明顯轉弱 | EPS/獲利有支撐 | MA60 在 MA120 之上 | 近3月營收維持年增，且正成長月數 >= 2 | 60日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | MA20 在 MA60 之上 | 股價站上 MA20 | 20日報酬為正,,核心 4/4，加分 6/6；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
