rank,screen_grade,focus_candidate,screen_score,screen_style,screen_style_label,in_screen_2060,focus_candidate_2060,screen_style_2060,screen_style_2060_label,in_screen_1854,focus_candidate_1854,screen_style_1854,screen_style_1854_label,core_match_count,required_core_count,support_match_count,selection_score,buy_point_score,code,name,market,industry,current_price,primary_theme,signal_type,post_close_category,structure_label,turnaround_label,latest_revenue_yoy_pct,avg_3m_revenue_yoy_pct,positive_revenue_months,five_day_institutional_net_ratio_pct,broker_net_ratio_pct,return_20d_pct,return_60d_pct,volume_ratio,drawdown_from_high60_pct,liquidity_score,financial_quality_score,matched_conditions,missing_core_conditions,screen_reason
11,A,Y,90.61,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,75.31,83.93,2495,普安,TWSE,電腦週邊,39.85,一般,3-5日延續,催化觀察,整理待確認,業績成長,61.01,35.14,3,4.93,10.26,14.84,18.07,0.81,-13.37,8.0,15.75,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
12,A,Y,90.55,continuation,強勢續攻,Y,Y,continuation,強勢續攻,N,N,,,10,8,2,80.75,76.8,8028,昇陽半導體,TWSE,半導體,242.0,AI,3-5日延續,催化觀察,平台突破,業績成長,25.57,20.3,3,15.96,19.41,23.47,32.97,1.47,0.0,13.0,12.4,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
13,A,Y,90.51,early,早期起漲,N,N,,,Y,Y,early,早期起漲,10,8,2,71.58,88.06,3702,大聯大,TWSE,電子通路,97.0,AI,3-5日延續,催化觀察,回踩承接,業績成長,28.58,27.52,3,-4.86,3.72,2.0,51.33,0.97,-6.28,12.0,10.55,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
14,A,Y,90.27,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,76.44,80.82,8086,宏捷科,TPEX,櫃半導體,138.0,軍工,3-5日延續,催化觀察,整理待確認,業績成長,47.95,60.47,3,-3.45,3.98,9.09,23.21,0.81,-13.21,10.0,16.5,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 軍工；訊號 3-5日延續
15,A,Y,90.04,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,73.64,83.13,3551,世禾,TPEX,櫃綠能環保,209.5,一般,3-5日延續,催化觀察,回踩承接,業績成長,12.99,19.46,3,2.55,9.08,20.06,6.08,1.41,-5.2,6.0,15.44,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
16,A,Y,89.21,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,64.26,90.73,2880,華南金,TWSE,金融業,35.0,AI,待確認,一般觀察,回踩承接,業績成長,32.61,22.1,3,-0.07,6.58,4.01,5.11,0.91,-8.14,10.0,13.48,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 待確認
17,A,Y,87.88,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,10,8,2,69.14,77.96,6187,萬潤,TPEX,櫃半導體,1170.0,一般,待確認,一般觀察,結構未完成,業績成長,19.59,13.82,3,-4.26,1.43,24.6,215.79,1.7,-21.48,12.0,13.63,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
18,A,Y,85.21,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,10,8,1,67.35,80.95,2395,研華,TWSE,電腦週邊,354.0,AI,待確認,暫不出手,回踩承接,業績成長,21.75,17.05,3,20.72,18.19,4.42,23.34,0.7,-5.98,8.0,15.94,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 流動性/財報品質達基本門檻,,核心 10/10，加分 1/2；型態 強勢續攻；結構 回踩承接；題材 AI；訊號 待確認
19,B,Y,89.13,continuation,強勢續攻,Y,Y,continuation,強勢續攻,Y,Y,continuation,強勢續攻,9,8,2,83.07,89.38,1560,中砂,TWSE,電機機械,535.0,一般,5-10日波段,波段布局,回踩承接,業績成長,31.15,29.52,3,10.16,7.04,16.05,26.63,1.66,-4.8,9.0,17.89,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,估值不極端,核心 9/10，加分 2/2；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 5-10日波段
20,B,Y,88.34,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,80.22,90.4,3231,緯創,TWSE,電腦週邊,141.5,AI,3-5日延續,催化觀察,回踩承接,業績成長,117.7,148.87,3,24.82,18.05,11.42,2.17,1.07,-3.08,15.0,9.77,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 3-5日延續
21,B,Y,87.4,early,早期起漲,N,N,,,Y,Y,early,早期起漲,9,8,2,82.54,84.23,8150,南茂,TWSE,半導體,69.8,CoWoS,3-5日延續,催化觀察,整理待確認,業績成長,23.13,25.49,3,3.6,2.19,19.32,-1.41,1.27,-13.51,14.0,12.92,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,60日報酬為正,核心 9/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 CoWoS；訊號 3-5日延續
22,B,Y,86.24,early,早期起漲,N,N,,,Y,Y,early,早期起漲,9,8,2,74.99,83.64,2890,永豐金,TWSE,金融業,31.95,一般,待確認,一般觀察,結構未完成,業績成長,50.7,39.71,3,-1.51,2.01,1.27,8.86,1.2,-5.05,11.0,13.83,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,股價站上 MA20,核心 9/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
23,B,Y,85.79,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,2,71.82,88.16,3413,京鼎,TWSE,半導體,324.0,一般,3-5日延續,催化觀察,回踩承接,業績成長,26.77,14.24,3,-2.17,23.07,4.01,12.89,1.18,-4.14,7.0,12.69,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 3-5日延續
24,B,Y,80.45,early,早期起漲,Y,Y,early,早期起漲,Y,Y,early,早期起漲,9,8,1,64.52,84.7,2432,倚天酷碁-創,TWSE,電腦週邊,28.7,一般,待確認,暫不出手,回踩承接,業績成長,29.15,25.33,3,2.85,7.14,4.94,15.73,0.84,-4.65,0.0,14.99,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5,MA60 在 MA120 之上,核心 9/10，加分 1/2；型態 早期起漲；結構 回踩承接；題材 一般；訊號 待確認
25,A,N,89.74,early,早期起漲,Y,N,early,早期起漲,Y,N,continuation,強勢續攻,10,8,2,79.13,74.81,6257,矽格,TWSE,半導體,185.0,AI,5-10日波段,波段布局,回踩承接,業績成長,16.75,12.9,3,1.98,5.72,26.71,33.57,0.84,-4.64,14.0,15.24,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 回踩承接；題材 AI；訊號 5-10日波段
26,A,N,87.56,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,70.43,74.77,8039,台虹,TWSE,電子零組件,138.0,一般,待確認,一般觀察,結構未完成,翻轉觀察,10.46,7.97,2,-8.04,5.9,24.32,55.93,1.1,-19.06,14.0,12.98,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 待確認
27,A,N,85.25,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,63.89,71.4,6291,沛亨,TPEX,櫃半導體,436.0,一般,3-5日延續,催化觀察,整理待確認,業績成長,43.44,49.75,3,-0.76,2.89,21.45,149.86,1.32,-15.99,6.0,18.42,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 整理待確認；題材 一般；訊號 3-5日延續
28,A,N,83.62,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,2,60.01,68.07,4973,廣穎,TPEX,櫃半導體,80.1,一般,3-5日延續,催化觀察,結構未完成,業績成長,98.79,73.64,3,-5.06,4.03,24.96,37.39,0.87,-18.43,7.0,13.82,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,,核心 10/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 3-5日延續
29,A,N,83.3,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,10,8,1,64.68,74.73,6146,耕興,TPEX,櫃其他電子,225.0,低軌衛星,待確認,暫不出手,平台突破,尚未明確,6.47,6.34,3,32.2,10.87,14.8,30.81,1.06,-1.53,3.0,15.73,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5,,核心 10/10，加分 1/2；型態 強勢續攻；結構 平台突破；題材 低軌衛星；訊號 待確認
30,A,N,82.61,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,10,8,1,67.74,67.49,6016,康和證,TPEX,櫃金融,18.9,AI,3-5日延續,催化觀察,平台突破,業績成長,151.85,95.28,3,25.4,27.73,9.88,18.5,2.98,-0.53,4.0,10.39,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 流動性/財報品質達基本門檻,,核心 10/10，加分 1/2；型態 強勢續攻；結構 平台突破；題材 AI；訊號 3-5日延續
31,A,N,82.11,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,10,8,1,61.18,73.18,3406,玉晶光,TWSE,光電,514.0,矽光子,待確認,暫不出手,回踩承接,業績成長,14.32,14.28,3,12.26,5.91,13.72,14.22,0.76,-8.05,7.0,17.71,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 流動性/財報品質達基本門檻,,核心 10/10，加分 1/2；型態 早期起漲；結構 回踩承接；題材 矽光子；訊號 待確認
32,A,N,81.31,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,early,早期起漲,10,8,1,61.72,68.51,3265,台星科,TPEX,櫃半導體,173.5,一般,待確認,暫不出手,回踩承接,業績成長,25.29,20.58,3,-0.96,20.11,24.37,22.18,0.68,-5.71,6.0,14.29,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 流動性/財報品質達基本門檻,,核心 10/10，加分 1/2；型態 強勢續攻；結構 回踩承接；題材 一般；訊號 待確認
33,B,N,83.38,early,早期起漲,Y,N,early,早期起漲,N,N,,,9,8,2,81.56,63.92,5536,聖暉*,TPEX,櫃其他電子,972.0,AI,3-5日延續,催化觀察,平台突破,業績成長,60.12,33.88,3,42.59,5.75,29.26,29.26,1.56,-2.51,10.0,14.42,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 股價站上 MA20 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,MA60 在 MA120 之上,核心 9/10，加分 2/2；型態 早期起漲；結構 平台突破；題材 AI；訊號 3-5日延續
34,B,N,81.11,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,9,8,2,68.04,66.67,3131,弘塑,TPEX,櫃其他電子,3130.0,AI,3-5日延續,催化觀察,結構未完成,業績成長,0.33,31.37,3,-2.19,0.39,13.61,78.86,1.53,-13.66,11.0,18.5,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,股價站上 MA20,核心 9/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 AI；訊號 3-5日延續
35,B,N,81.1,early,早期起漲,Y,N,early,早期起漲,Y,N,early,早期起漲,9,8,2,70.97,62.95,6640,均華,TPEX,櫃半導體,1505.0,一般,3-5日延續,催化觀察,結構未完成,業績成長,250.1,119.59,3,-4.24,0.22,16.22,116.55,1.44,-19.09,9.0,12.45,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 最新月營收年增 > 0 | 估值不極端 | 量比介於 0.8 到 2.5 | 流動性/財報品質達基本門檻,股價站上 MA20,核心 9/10，加分 2/2；型態 早期起漲；結構 結構未完成；題材 一般；訊號 3-5日延續
36,B,N,77.72,continuation,強勢續攻,Y,N,continuation,強勢續攻,Y,N,continuation,強勢續攻,9,8,1,61.3,73.63,2855,統一證,TWSE,金融業,35.25,一般,待確認,一般觀察,平台突破,尚未明確,-66.2,176.22,2,30.01,24.24,8.63,24.34,2.68,-0.28,7.0,9.88,法人/主力籌碼未明顯轉弱 | 近3月營收維持年增，且正成長月數 >= 2 | EPS/獲利有支撐 | 60日報酬為正 | MA20 在 MA60 之上 | MA60 在 MA120 之上 | 20日報酬為正 | 估值不極端 | 股價站上 MA20 | 流動性/財報品質達基本門檻,最新月營收年增 > 0,核心 9/10，加分 1/2；型態 強勢續攻；結構 平台突破；題材 一般；訊號 待確認
